name,description,category
Off the Runway + Velvet \\ makes & estúdio de fotos \\ 12.01,"THANK U 2018, NEXT<br>Começou 2019, e a gente já tá pedindo pelas próximas noites do ano novo.<br>A Off The Runway + Velvet começa 2019 do melhor jeito possível e com tudo que a gente ama: verão, calor,  música boa, fotos incríveis e muito glitter.<br>Uma mistura de tudo que é mais gostoso, dos hits mais tocados e dançantes ao mais belo deep house & brazilian bass.<br>\\ ESTÚDIO DE FOTOS pra você e seus amigos registrarem seus looks com muito glitter e glamour;<br>\\ MAKES DE FESTIVAL continuam com muito glow e GLITTER.<br>\\ BARBADINHAS PARA ANIVERSARIANTES<br>Free + acompanhante + lista exclusiva vip e muito mais! Chama inbox pra validar teus benefícios! (sujeitos a disponibilidade)<br>NA PISTA 1 //<br>A Off The Runway vem com todos os hits que te fazem perder a linha, pra acabar a noite ofegante, pra voltar pra casa querendo mais.<br>Anitta // Karol Conká // MC Loma // Iza // Taylor Swift // Rihanna // Drake // Pablo Vittar // The Weeknd // Beyoncé // Heavy Baile // Tati Quebra Barraco // Boss In Drama // Major Lazer // Nick Minaj // Justin Bieber // Kevinho // Ludmilla, Snoop Dogg // Kanye West // Ariana Grande // MC Sapão // Iggy Azalea // Jay-Z // Shakira // Britney Spears // Furacão 2000 // Nego do Borel // Bola de Fogo // Pharrel // MC Carol // Bonde do Tigrão // Black Eyed Peas // Lady GaGa // M.I.A // Miley Cyrus // MC Marcinho // Dua Lipa // MC G15 // Maluma // Mc Livinho<br>DJ set<br>Nina Sodré<br>Júlia Fernandes<br>Helder Oliveira<br>—<br>PISTA 2 \\<br>A Velvet manda o melhor do deep house & brazilian bass, fazendo todo mundo dançar e sentir a vibe que só um grave pesado na cabeça te dá. <br>Vintage Culture // Alok // Cat Dealers // KVSH // Dubdogz // RÜFÜS // Cool Kidz // Chemical Surf // Gabriel Boni // Liu // Groove Delight // Gui Boratto // David Guetta // Dazzo // Joy Corporation // Illusionize // Bruno Be // Vinne // Alesso // Zerb // Odessa // Victor Lou // Kyle Watson // JØRD // Felguk // Beowülf // Breno Miranda // Gallantis // Martin Garrix // Shapeless // Elekantz // Calvin Harris // The Chainsmokers // Woo2Tech<br>DJ set<br>@Juliano Schmitz<br>@Edu Ribeiro<br>@Natália Pugliesi<br>—<br>Serviço:<br>:: Funcionamento do BAR/FESTA ::<br>A casa abre às 20h com um cardápio novo ainda mais completo, recheado de pratos incríveis e drinks autorais ♥ Chega cedo!<br>:: ENTRADA:<br>R$15 PARA OS 100 PRIMEIROS<br>R$30 na lista pelo site (<br>) ou confirmando no evento até 19h do dia da festa.<br>R$40 na hora. <br>:: ANTECIPADOS:<br>Sympla (<br>):<br>Primeiro lote R$25;<br>Segundo lote R$35.<br>App/site (<br>):<br>Exclusivo APP/SITE R$20 (megalimitado);<br>Primeiro lote R$25;<br>Segundo lote R$35.<br>*não é necessário imprimir o ingresso, pode mostrar o pdf pelo celular mesmo<br>—<br>~ Aceitamos pagamento em dinheiro e cartões Visa, Mastercard, Elo e American Express.<br>~ Proibida a entrada de menores de 18 anos e obrigatória apresentação de documento de identidade oficial e atualizado.<br>~ Proibida a entrada calçando chinelo/rasteirinhas abertas no calcanhar e camiseta de time de futebol. Bermuda e boné pode, gente!",Party
Affection #2,"AFFECTION <br> edição<br>Um evento para burlar o ódio e começar 2019 com afeto e em clima de família tradicional... burlesca.<br>Será no dia 18 de janeiro, quinta-feira, às 20h e 30min, com performances de:<br>Emme Blanche<br>Elvira Von Hölle<br>Lola Mayhem<br>Lou Ann deVon<br>Ingressos: R$15 em dinheiro e R$20 no cartão.<br>Reservas pelo contato@vonteese.com",Dance performance
"Oficina de Poesia, por Ronald Augusto","Espaço de criação, interlocução e troca de experiências entre poetas em formação, sob a mediação e orientação do poeta, escritor e crítico <br>Ronald Augusto<br>, para a construção compartilhada de textos em poesia.<br>Dias 18, 19, 20, 21 e 22 de fevereiro<br>das 19h às 22h, na <br>INSCRIÇÕES ABERTAS: <br>Proposta: A dinâmica da oficina se dará assim: ao longo dos cinco encontros, os participantes trocarão impressões exercitando a produção poética, a leitura crítica e a fruição estética, num corpo-a-corpo dialógico acerca da produção individual e das soluções de linguagem dos seus pares.<br>Um grupo de conversa, de troca de informações, análises, descobertas, preferências. Cada participante experimentará a leitura dos seus poemas, recebendo e oferecendo sugestões na busca da melhores alternativas para a resolução dos poemas. Serão realizados exercícios propostos pelo orientador e criação de outros surgidos na dinâmica do grupo. Um jogo de interpretação estética sobre sua própria criação e a dos colegas.<br>Na análise dos experimentos dos participantes da oficina, Ronald Augusto aplicará e debaterá conceitos como: função poética da linguagem, poesia visual, relação da poesia com as outras artes, letra de música, versificação tradicional e livre etc. Em outras palavras, no exercício mesmo da leitura de prazer e da prática textual, os participantes se familiarizarão com noções fundamentais da arte da poesia.<br>Mais informações e cronograma completo: <br>SERVIÇO<br>Oficina de Poesia, por Ronald Augusto<br>Local: Livraria Taverna (Fernando Machado, 370)<br>Dias: 18, 19, 20, 21 e 22 de fevereiro<br>Horário: das 19h às 22h<br>Investimento: R$ 250,00 (à vista) ou R$ 270,00 (boleto, débito ou crédito)",Literature
Popzuda :: Hoje eu vou parar na Popzuda :: 19/01 :: Cucko,"Férias chegaram, calorzinho gostoso na pele e quer saber? HOOOOOOJEEEEEE EU VOU PARAR NA  ̶G̶A̶I̶O̶L̶A̶ POPZUDA!<br>E no baile da Popzuda tu já sabe: FUNK no pistão com pitadas de hits, e 100% POP POC COREÔ na pistinha!<br>Pra FICAR DE MAROLA, a gente dá:<br>~ COMBO DUPLO até 00:00! Ou seja, chega cedinho pra aproveitar!<br>~ TEQUILA SUNRISE DUPLO das 3h às 4h pra dar aquele gás!<br>~ TEQUILABONG na boquinha dos mais ozadinhos<br>~ ESTÚDIO FOTOGRÁFICO<br>~ CAFÉ DA MANHÃ pra recuperar as forças!<br>PISTÃO FUNK e HITS<br>- Fran Dias<br>- Lennon Soares<br>- Mayah Cruz<br>- Mc Mamilos<br>- Ana Roloff<br>PISTINHA POP<br>- Victor Barreto<br>- Bruno Manganelli<br>- Matheus Conci<br>SERVIÇO:<br>$ 20 antecipado promocional (sem fila A NOITE TODA) - <br>$ 25 antecipado segundo lote (sem fila A NOITE TODA)<br>$ 25 na lista do site até 00h<br>$ 35 na hora<br>INFORMAÇÕES SOBRE ANTECIPADOS:<br>- O ingresso antecipado dá direito à entrada com fila exclusiva a noite toda, então corre lá pra não perder tempo do baile esperando pra entrar, né non?<br>- Cancelamentos e transferências serão aceitos até 24h antes do evento, basta nos contatar pela página da Popzuda.<br>QUER COMEMORAR TEU ANIVERSÁRIO NA POPZUDA? Clica no link <br> e envia tua lista! O número de aniversários é LIMITADO!<br>• Obrigatório a apresentação de documento original com foto.<br>• Cucko aceita cartões de crédito e débito VISA, MASTERCARD, AMEX, ELO e BANRICOMPRAS.<br>∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴∴<br>╔═════════════╗<br>- AVISOS DO CUCKO -<br>╚═════════════╝<br>Respeita MUITO as mina<br>Respeita as mona<br>Respeita os mino<br>Respeita o staff<br>Respeita a fila<br>Respeita todo mundo<br>Classificação: 18 anos.<br>Arte: Krislen Menna<br>Fotografia: Flavia Schwantes",Party
"Cucko Na Régua :: Funk, Hits & Locurada :: 11.01 :: @Cucko","Bigodin finin<br>Cabelin na régua<br>Ela olhou pra mim<br>Olhei pra ela...<br>🤫 Chegamos em uma edição pique Ariel Barbeiro pra ninguém silenciar a gente tendeu!?<br>🤫 Dia 11 é o dia de juntar a galera e ir curtir aquele festão no ninho naquele pique embrazadão!<br>🤫 BEBIDINHAS NA FAIXA<br>Até a 00:00 a ceva ceva é dupla! Então aproveita pra dividir com aquele bro que você gosta!<br>🤫 R$20,00 CONFIRMANDO NO EVENTO<br>A entrada até a 00:00 é R$20,00 confirmando no evento e R$25,00 na lista do site até a 1:00.<br>🤫 O QUE VAI ROLAR NO NINHO QUE NÓS GOSTAMOS?<br>Flash Tattoo com <br>Rodada de batata<br>& Muitos hits pra curtir com os amigos<br>🤫 O QUE VAI TOCAR?<br>No pistão que nós gostamos vai rolar muitos hits pops e o melhor do funk, dos hits da Kondzilla ao 150BPM do Rio de Janeiro, então vem naquele pique. Já na pistinha rola a locurada que nós gostamos do cucko com um pouco de tudo, do rap ao rock que tanto curtimos no ninho.<br>🤫 PISTÃO POP HITS & FUNK NAQUELE PIQUE<br>Manoella Dorneles<br>Fran Dias<br>Bruno Porto<br>Yggy Escobar<br>Vinicius Antunes<br>🤫 PISTINHA LOCURADAAAA<br>Amanda Luz<br>Guilherme Monteiro<br>Helder Oliveira<br>🤫 ANTECIPADOS<br>O antecipado garante entrada no ninho A NOITE TODA SEM FILA!<br>- Não é necessário imprimir o ingresso, pode mostrar pelo seu celular.<br>- Cancelamentos e transferência serão aceitos até às 16:00 do dia do evento, basta entrar em contato com a página do Cucko.<br>🤫 ANIVERSÁRIOS<br>Tá a fim de comemorar seu aniversário na régua com os bros? Clica nesse link pra saber as vantagens e acessar tua lista: <br>🤫PREÇOS<br>ANTECIPADOS R$20,00: <br>NA HORA:<br>R$20,00 até 00 confirmando no evento<br>R$25,00 Na lista do site até a 1:00  (<br>)<br>R$30 Após a 1:00.<br>🤫CHAPELARIA R$5,00<br>AVISOS DO CUCKO<br>Respeita MUITO as mina<br>Respeita as mona<br>Respeita os mino<br>Respeita o staff<br>Respeita a fila<br>Respeita todo mundo<br>Tá liberado distribuir passinho, alegria e amor!!!!<br>ENTRADA SOMENTE PARA MAIORES DE 18 ANOS<br>- Obrigatório a apresentação de documento original com foto.<br>- Cucko aceita cartões de crédito e débito VISA, MASTERCARD, AMEX, ELO e BANRICOMPRAS.",Art
¡fun! Pop&Latina · 12.01 · Bar Ocidente,"Festa ¡fun! 12 de Janeiro no Bar Ocidente! A festa do segundo sábado do Oci ♡ <br>Duas pistas:<br>Pista fun! POP com o melhor do pop atual e clássicos para dançar a noite toda! No Ox o ¡fun! Latino, com muito reggaeton e brasilidades atuais e clássicas!<br>Mais atrações em breve!<br>Line up: <br>Guto Hayata<br> <br>INGRESSOS:<br>R$ 20 PROMOCIONAL <br>R$ 30 das 22h a 00h<br>R$ 40 após a meia noite<br>ANIVERSARIANTES?<br>Faz aniversário em JANEIRO e quer comemorar com a gente?<br>Aniversariante tem FREE + ACOMPANHANTE + direito a lista para amigos. Manda inbox para a página da <br> Só serão aceitas listas que forem enviadas e respondidas até a data acima.<br>*CANCELAMENTOS e TROCAS DE TITULARIDADE só podem ser feitas 24h antes do evento.",Party
"Curso de Férias: ""Os Filmes Vão à Luta""","O Curso de Férias OS FILMES VÃO À LUTA: O CINEMA NA SEGUNDA GUERRA MUNDIAL, ministrado por Luís Mário Fontoura, propõe um olhar diferenciado sobre a cinematografia dos beligerantes. A ideia é apresentar os principais filmes realizados pelos países envolvidos, contextualizando-os com a realidade histórica e a experiência única de cada um deles. Afinal, para cada nação, a experiência da guerra foi única, assim como o seu olhar cinematográfico sobre ela.<br>*****************************<br>Curso de Férias OS FILMES VÃO À LUTA: O CINEMA NA SEGUNDA GUERRA MUNDIAL - de Luís Mário Fontoura<br>* Datas: 12 e 13 / Janeiro / 2019 (sábado e domingo)<br>* Horário: 14h às 17h<br>* Local: Cinemateca Capitólio Petrobras<br>(Rua Demétrio Ribeiro, 1085 - Porto Alegre - RS)<br>*****************************<br>👉👉👉 Confira a PROMOÇÃO COMBO para os Cursos de Férias 2019<br>*****************************<br>* INSCRIÇÕES / INFORMAÇÕES: ",Film
EU NUNCA ミ fui em um BAILE FUNK em 2019! - Sábado | 12/01,"Eu em um Baile funk?<br>Na Sinners?<br>Em 2019?<br>Nunca fui mesmo.<br>░░░░░░░░░░░░░░░░░░░░░░░  <br>E já que a ideia é aprender, vem descobrir logo no início do ano como se faz o quadradinho de 8, a diferença entre o charme e o funk e toda história que há desde tchuchuca até os 150bpm.<br>ミ COMBO DUPLO<br>Vodka + energético em dobro até a meia-noite.<br>ミ NÃO FALTOU A CATUABA PRA EMBRAZAR<br>Para todos que confirmarem presença e pedirem um funk no evento, marcando 2 amigos. (entrando até ás 23:30h)<br>ミ REDCUPS DA FESTA<br>Para todos que entrarem até às 23:30.<br>ミ FLASH TATTOO SANTA MADRE<br>Tiny tattoos por preços especiais durante toda a festa.<br>ミ FUNK ALL NIGHT LONG<br>PISTA | EU NUNCA, mas é hoje!<br>SÓ FUNK A NOITE TODA!<br>PISTA | EU NUNCA, e nem quero!<br>TUDO O QUE NÃO É FUNK.<br>LINE UP:<br>Gabe <br>Pedro Tribino<br>Ivan Guevara<br>░░░░░░░░░░░░░░░░░░░░░░░<br>EU NUNCA ミ fui em um BAILE FUNK em 2019!<br>➖ Data e horário:<br>SÁBADO (12/01) às 22:30h.<br>➖ Local:<br>SINNERS - Av. Gen. Lima e Silva, 426 / POA<br>INGRESSOS<br>R$25 antecipado (sem fila até 2:30)<br>Acesse: <br>R$25 na lista do site até 00h<br>R$35 na hora<br>NOME NA LISTA: <br>░░░░░░░░░░░░░░░░░░░░░░░<br>➖ ANIVERSÁRIOS<br>Faz aniver entre os dias 09/01 e 15/01? Vem comemorar na Eu Nunca!<br>Free com acompanhante + 15 amigos com fila preferencial pagando R$20 até ás 2:30.<br>Para enviar sua lista de aniversário acesse: <br>➖ INGRESSOS ANTECIPADOS<br>O ingresso antecipado garante entrada com fila preferencial até ás 2:30.<br>Cancelamentos ou trocas de titularidades de antecipados somente até 12h antes do evento.<br>Acesse: <br>░░░░░░░░░░░░░░░░░░░░░░░<br>➖ INFORMAÇÕES<br>Chegue cedo<br>Respeite todo mundo<br>E se beber, não dirija.<br>🚫 PROIBIDO: MENORES DE 18 ANOS.<br>-<br>De acordo com a lei municipal só é permitida a entrada na casa até 2:30.<br>A casa trabalha com cartões Visa, Master, Banri e Elo, nas modalidades débito e crédito.<br>Só serão aceitos como documento de identificação: carteira de identidade, CNH, passaporte, carteira social e carteira de trabalho originais.",Party
Balonê *A Festa VERY 80s + 90s // 02 de fevereiro // Ocidente,"Voces acharam que não ia ter a Festa VERY 80s do Portinho em Fevereiro? <br>Jura né amigos!!!<br>No sábado, 02 de fevereiro, tem BALONÊ DIVERSÃO ILIMITADA! \o/<br>BALONÊ* A Festa VERY 80s + 90s<br>Sábado - 02 de fevereiro - 22hs<br>Bar OCIDENTE<br>Djs:<br>Tais Scherer<br>Adriana Banana<br>roger Lerina<br>JZK<br>Ingressos Antecipados ON LINE: (a partir do dia 10/01)<br>LOTE PROMOCIONAL R$ 30,00 <br>1* Lote R$ 40,00<br>Ingressos na HORA - valor sujeito a alteração conforme lote disponível na bilheteria. (aceita dinheiro e cartão de débito) <br>Ingressos SOMENTE ONLINE: <br>Quer comemorar teu aniversário na Festa VERY80s? Então manda uma e-mail pra gente e descobre as barbadas! Balone80s@gmail.com<br>Nas ondas do radio: Programa da Balone na 102.3FM - todas as sextas e sábados das 23:00hs a meia noite.<br>AlôBalone + Whatts: 51-9992 7530",Party
Popozão no chão! ▲ Funk & Hits ▲ Combo duplo até às 2h!,"Mas pode tocar FUNK no Club?<br>É CLARO QUE PODE, MOZÃO!<br>Você pediu, @? A gente atende!<br>Nossa primeiríssima festa Funk & Hits no casarão mais alternativo de Porto Alegre! Cola com a gente nessa?<br>Pra curtir a edição #1 da POPOZÃO NO CHÃO! convidamos os top Dj's:<br>• ALINE TAVARES<br>• ALEX AGUIAR<br>• GUSTAVO PAZ<br>PEGA ESSA BARBADA DE INGRE$$INHO:<br>R$ 15 antecipados | até à 01h no evento<br>R$ 20 na hora à partir da 01h<br>COM MUITO 🖤, no bar estaremos ofertando COMBO DUPLO até às DUAS DA MATINA, tá bom?<br>TE JOGA!",Party
Botecar na BRIX 21,"BOTECAR na Brix 21.<br>O evento que transforma a loja Cachaçaria Brix 21 em um boteco durante algumas horas. <br>Quando: Quinta feira, 17/01 a partir das 17hs.<br>Quanto: o consumo (só chegar).<br>Bebidas:<br>😉	Caipirinha c/ a Cachaça Velho Alambique/RS;<br>😉	Cocktail Artigas - suco de laranja, vermuth rosso e Cachaça Coral Gold/RS;<br>😉	Cocktail La Guapa Mineira - limão Siciliano, licor La Guapa de hibisco a base de Cachaça e a Cachaça Ouro de Minas/MG;<br>😉	Cocktail Rabo de Galo c/ a Cachaça Casa Bucco bálsamo;<br>😉	Cerveja <br>😉	Água.<br>Petiscos:<br>😋	Espetinho de queijo coalho e espetinho de queijo provolone na chapa acompanha 2 molhos harmonizados com Cachaça;<br>😋	Pizza caseira;<br>Serão servidos quase 80 rótulos entre Cachaças e licores em dose para quem quer conhecer mais desta bebida genuinamente brasileira! <br>De praxe como loja a degustação faz parte do trabalho para o reconhecimento e interpretação do que será dito. <br>A exposição do artista plástico Tarcísio Brum, no mezanino. <br>Em um ambiente idealizado para o deleite da Cachaça, patrimônio histórico brasileiro, e concebido na valorização do nosso país pela flora (madeiras, frutas...), artes e pensadores.<br>A Cachaçaria Brix 21 e Chef Fabrício Darós terão a companhia do Chef User Favero que se junta nesta experiência gastronômica.<br>Como sempre abriremos as portas para servir muita brasilidade no copo e no prato!<br>Não perca, dia 17 de janeiro, a partir das 17hs.<br>Na Rua Mal. Floriano Peixoto, 705 – rua dos antiquários – centro histórico de Porto Alegre.<br>Acompanhe por aqui todos os detalhes do evento!<br>VIVA O BRASIL!!<br>VIVA A CACHAÇA!!!",Drinks
Footlosers - ninguém solta a mão! Sexta 11/01 - Cabaret,"MEIA-ENTRADA ($15) por pessoa pra quem entrar de mãos dadas até 0h!<br>♥ NINGUÉM SOLTA A MÃO DE NINGUÉM ♥<br>Teremos:<br>- decoração especial super colorida<br>- combo duplo até 0h: pra aquecer do nosso jeitinho<br>- rodadas de RAINBOW: o drink especial dessa edição, que vai unir ainda mais os footlovers pra celebrar o amor nas nossas pistas ♥<br>- rodadas de tequila: pra dar aquela ajudinha que faltava e garantir o nosso famoso PT no fim da noite ;)<br>E MUITO MAIS...<br>♥ VAMOS CELEBRAR O AMOR E A UNIÃO ♥<br>O QUE TOCA NA FOOT?<br>>>> pop/funk/eletropop/indie (Loma, Lia Clark, Aretuza, Gloria Groove, Anitta, Ludmilla, Pabllo, Iza, Karol Conka, WM, Maluma, Shakira, Luis Fonsi, J. Balvin, Beyoncé, Katy Perry, Gaga, Britney, Rihanna, JLO, Nicki Minaj, Avicii, Alok, Major Lazer, Tove Lo, MØ, Killers, Strokes, Foster The People, TDCC, Hot Chip, Paramore, Avril, Sia, MGMT, Florence, Ed Sheeran e muito mais)<br>INGRESSOS NA HORA:<br>MEIA-ENTRADA ($15) por pessoa pra quem entrar de mãos dadas até 0h!<br>R$30 - até a 1h confirmados no evento<br>R$40 - após a 1h<br>(todos estão sujeitos a lotação)<br>INGRESSOS ANTECIPADOS: <br>R$20 - Lote 1 promocional<br>R$30 - Lote 2<br>R$35 - Lote 3<br>R$40 - Lote 4<br>(entrada garantida a noite toda e sem fila, mesmo se o Caba já tiver lotado)<br>PROIBIDA A ENTRADA DE MENORES DE 18 ANOS<br>Nossas formas de pagamento: VISA, MASTER, ELO (débito ou crédito) ou em espécie.<br>Infelizmente não aceitamos BANRI<br>É obrigatória a apresentação de um documento válido:<br>Documento com foto, como passaporte, carteira de trabalho, carteira de estudante, carteira de OAB, carteira de motorista ou certificado de reservista contam como comprovante para entrada na ausência da carteira de identidade ;)<br>Se beber vá de Táxi, Uber, Cabify ou 99POP<br>Comemora teu aniver na Foot ♥<br>Manda email para > footlosers.festa@gmail.com < e te contamos as vantagens ;)",Party
Dama de Paus // Festa das Frutas // Quarta (16.01),"🍇🍈🍉🍊🍋🍌🍍🍓🍒🍑🍐🍏🍎🥝🥥<br>PERA,UVA MAÇA OU SALADA MISTA?<br>A DAMA DE PAUS, vem se sacudindo,num shake de frutas deliciaaaa! Vem com a gente balançar as carambolas na pista, dar beijos com gosto de cereja, ""abaixar aqui"" ali e acolá (trocadilhos são como frutas cítricas,as vzs difíceis de engolir..😎).<br>""Ameixa-se"" muito!<br>""Toma teu"" drink(entendeu?)...<br>E não faz a enjoada.. frutas fazem muito bem pra pele .<br>O Ministério da Dama adverte:<br>Nada de fazer a pêssega, ou a gente roda a baiana e não vai sobrar fruta sobre fruta!<br>Mentira!! Aqui a felicidade tem cheirinho e gosto de tutifrutti!<br>Veeemmmm!<br>Pra fazer pantufa de jaca tem..<br>LINE:<br>A fruta gogóia, <br>Lucas Mello<br>Tão deliciosamente lindo e exótico quanto uma fruta do conde( sim ele é nobre) Gus (<br>)<br> A garota que quebra o côco e não arrebenta a Sapucaia <br>E a nossa DJ convidada, deliciosa <br>E não é só isso:<br>Combo duplo de caipirinha de frutas <br>🥑🥥🍅🥝🍓🍒🍑🍐🍏🥭🥭🍍🍌🍋🍊🍉<br>Frutinhas pra se deliciar( entendam como quiser😈).<br>(promo de caipas em DOBRO das 20h às 23h Limão, maracujá, abacaxi)<br>Eu já tô tal qual melancia verde...<br>Querendo fazer maldade..( no bom.sentido é claro)!<br>E você,que fruta você é?<br>⚠SERVIÇOS:⚠<br>.<br>🍻🍺 PROMO DE BEBIDINHAS<br>.<br>💲💰💵I INGRESSOS<br>FREE das 20h às 22h <br>$10 das 22h às 23h<br>$15 das 23h às 24h<br>$20 após <br>♣Dama de Paus♣ FESTA DAS FRUTAS<br>Venezianos Pub<br>16/01<br>22 horas<br>♣Respeito é bom e todo mundo gosta!<br>♣Respeita as minas, as monas, as trans, as bis, as bees, RESPEITO!♣<br>🚫🍺Se beber não dirija!🚫🍺<br>🔞Proibida a entrada de -18🔞",Party
Quinta SWAG!,"Pra quem estava com saudades de curtir um som na semana TRAP/HIP-HOP/R&B vem aí a QUINTA SWAG! <br>🎧 DJs: @jaderSOM x Dj Ita<br>🎤 Pocket show com Akins <br>Free até meia-noite. <br>R$15 até 1h. Depois R$20.<br>* Aceitamos todos os cartões<br>* Entrada permitida para maiores de 18 anos portando documento oficial com foto recente (RG, CNH, Passaporte, OAB, etc). Menores somente acompanhados por um responsável. <br>* Respeita as mina, mona, manos. Seja legal com todo mundo. :)",Music
Exposição O auge e o abismo,"Exposição de Augusto Lima com apresentação de Felipe Caldas abre ao público em 17 de janeiro na Calafia Art Store. Mostra permanece em exposição até o dia 1 de fevereiro.<br>A Calafia Art Store apresenta uma mostra com cerca de 20 obras do artista Augusto Lima. Esta é a sétima exposição individual do artista, a primeira delas em que ele se dedica majoritariamente aos pequenos formatos sobre papel. Ex-aluno do Instituto de Artes da UFRGS, Lima é um prolífico pintor e desenhista.<br>As obras da exposição O auge e o abismo aprofundam a pesquisa do artista a partir do tema Arquiteturas. Com desenhos de paisagens urbanas desconstruídas, Lima utiliza nanquim, acrílica, pastel seco e oleoso e aposta na sobreposição de camadas e na colagem para expressar sua poética. <br>Augusto Lima, (Porto Alegre, 1976), é Artista Plástico e Ilustrador. Cursou Artes Visuais pela UFRGS e Publicidade e Propaganda pela Unisinos. Trabalhou no Grupo de Pesquisa em Desenho Risco Coletivo (2010 – 2014). Participou de exposições coletivas em Novo Hamburgo, Passo Fundo, Pelotas, Goiás e Porto Alegre. Destacam-se: Aquarelando no Espaço Ado Malagolli (2009) e no Observatório de Arte (2009), 19° Salão de Artes Plásticas, na Câmara Municipal de Porto Alegre (2010). Também expôs na Usina do Gasômetro: Interferências: Desenhos de Augusto Lima e Juliana Scheid (2010), no Espaço T Cultural, na Câmara Municipal de Porto Alegre: Movies (2010). Sensações Urbanas no StudioClio (2011), Exposição Coletiva do Grupo de Pesquisa em Desenho Risco Coletivo em Novo Hamburgo, FEEVALE (2012), Galeria do Hashi (2014). 20x20 da Chico Lisboa na Bolsa de Arte (2014). Recortes, UPF (2014), Exposição Coletiva Madremia, em Pelotas (2014) e Meu Mundo na UrbanArts Porto Alegre (2015).<br>Felipe Caldas (Porto Alegre, 1986), Artista e professor. Doutor em História, Teoria e Crítica da Arte pelo (PPGAV-UFRGS), Universidade Federal do Rio Grande do Sul. Mestre em Artes visuais (PPGAV-UFRGS), Licenciado e Bacharel pelo Instituto de Artes da UFRGS. Professor substituto na Universidade Federal de Pelotas (UFPel).<br>Serviço: <br>O Auge e o Abismo<br>De 17 de janeiro a 01 de fevereiro<br>Desenhos de Augusto Lima, com apresentação de Felipe Caldas.",Art
Edição Divas,"GIRLS JUST WANNA HAVE FUN (AND FUNDAMENTAL RIGHTS)!<br>ALÔ, ALÔ, BRASIL! ALÔ, ALÔ, 2019! Finalmente 2018 chega ao fim e sabemos que o futuro é incerto, mas uma coisa é certíssima: VAI TER JANTAR DA PIJOO, SIM!<br>Pra abrir os trabalhos deste novo ano que chega a PIJOO traz assim, logo de cara, a edição DIVAS DO POP! Vocês estão prontos pra essa tour?<br> Então segura aí esse jantar que vai ter:<br>// Couvert<br>// 1 entrada, <br>// 1 prato principal, <br>// 1 sobremesa<br>(as bebidas não estão inclusas, mas o bar do Workroom vai estar funcionando no dia do evento)<br>Quer saber o que vai ter pra jantar?<br>⭐cardápio aqui: <br>*Esperamos vocês a partir das 19h e o jantar começa a ser servido às 19h30. Os pratos têm uma sequência, por isso, respeitando as pessoas que chegaram no horário combinado, chegar após o horário de início fará com que você seja servido a partir do prato em que a sequencia se encontra.<br>OBS¹: o ingresso é intransferível. É OBRIGATÓRIA a apresentação dele + documento original com foto na entrada;<br>OBS²: Se você tem alguma restrição ou intolerância alimentar também é bem-vindx!  Fazemos um cardápio adaptado para você (evitamos ao máximo, mas não podemos garantir que não haja contaminação cruzada no caso de celíacos); para isso, selecione o ingresso chamado ""RESTRIÇÃO ALIMENTAR"" e preencha os dados no ingresso dizendo qual a sua restrição.<br>Se ficou com alguma dúvida sobre como vai funcionar esse jantar, dá uma olhada no nosso site ou envia uma mensagem! :)",Food
