name,address,datetimes,place,organizers,description,categories,event_url,label,label_b,label_c,label_d
João Gustavo E Murilo - Lençol Dobrado - 19/01,"Avenida Getúlio Dorneles Vargas, 89802-002 Chapecó",['2019-01-19 11:00:00'],Cher,['Cher'],"O verão da Cher 2019 ta com super atrações, e uma delas é a dupla sucesso <br>, em um show inédito na região.<br>Sucesso Nacional com Lençol Dobrado, Fecha o Porta Mala e muitos outros, a dupla promete um show inesquecível em Chapecó.<br>Ingressos disponíveis em <br>Informações e reservas pelo telefone (49) 3025-2525, pelo WhatsApp (49) 99820-7373 ou com promoters.<br> <br> ",['Party'],https://www.facebook.com/events/514491142380740,,,,
Enigma Garden no Sesc,"Rua Brasília, 475-D, 89802-320 Chapecó",['2019-01-31 07:30:00'],Sesc-Chapecó,['Sesc-Chapecó'],"O Sesc apresenta, pela primeira vez, a banda Enigma Garden, lançando seu primeiro álbum: Introspective.<br>O evento ocorre no dia 31 de Janeiro de 2019, às 19h30, no teatro do SESC Chapecó/SC, Rua Brasília, 475 D - Jardim Itália.<br>Retire seu ingresso a partir das 19h00.<br>Entrada Franca. ",['Music'],https://www.facebook.com/events/273448733335810,,,,
Curso de Massagem com Pedras Quentes,"Av Presidente Vargas, 2872  sala Lateral  4 Esquina com a Rua Cel Martins Cavalcante, 99064000 Passo Fundo",['2019-02-25 06:30:00'],Ever On Cursos,['Ever On Cursos'],"A massagem com pedras quentes é muito utilizada em terapias naturais ou complementares, como em consultórios de massagem, spa ou dia da noiva. É uma forma muito agradável e benéfica para o organismo, e muito segura de aplicar.  Você pode usar as pedras quentes para estimular os chacras, equilibrar as energias do corpo ou fazer uma massagem relaxante. Podem-se usar vários tipos de pedras ou cristais, com diferentes razões terapêuticas. O calor das pedras ajuda a aquecer os tecidos trabalhados e, em conjunto com a massagem, traz um bem estar muito grande, além de ajudar na elasticidade de tendões e tecidos conjuntivos.<br>O curso é teórico e prático, e você aprenderá uma massagem que traz um bem estar inexplicável e encantará seu cliente!<br>🔶Público alvo.É UM CURSO DE ESPECIALIZAÇÃO, EXCLUSIVO PARA MASSOTERAPEUTAS FORMADOS OU EM FORMAÇÃO.<br>Necessário enviar cópia de Certificado ou Matricula de Curso em Andamento.<br>🔶Benefícios: Indicada em tratamentos circulatórios e eliminação de hematomas, eficaz nos tratamentos de úlceras, auxilia nos processos de cólica menstrual, promove desintoxicação e Perda de Peso, reduz o estresse físico e emocional,<br>Ativa a energia vital diminuindo o cansaço, alivia Dores musculares ou articulares, promove relaxamento, ajuda diminuir estados depressivos, auxilia em casos de insônia.<br>Programação: Carga Horária: 12hs<br> História da Massagem com Pedras Quentes, fisiologia da técnica<br> Materiais utilizados, indicações, contra indicações e práticas da massagem.<br>🗓️Datas/ local:Dia 25 a 27 de fevereiro. <br> Segunda, terça e quarta das 18:30 as 22:30 <br>Em Passo Fundo - Espaço EVERON Cursos - AV. Presidente Vargas 2872, Sala Lateral 04 - Bairro São Cristóvão<br>🎓Facilitadora:Mariele Cecília Argenta <br>Esteticista, Psicoterapeuta Reencarnacionisa, Mestre em Reiki, Apômetra, Massoterapeuta, Renascedora, entre outras formações. Atuante na área de Terapias Alternativo-Integrativas desde 1998.<br>🔸 INSCRIÇÕES -  Mediante taxa de inscrição. Entrar em contato:<br>Whats:📲 54-98432-2840",['Wellness'],https://www.facebook.com/events/345572149361607,,,,
San Marino - A banda das multidões !,"Avenida das flores,388, 95334-000 Vila Flores, Rio Grande Do Sul, Brazil",['2019-02-16 11:00:00'],Clube Gaúcho-Vila Flores,['Clube Gaúcho-Vila Flores'],Prepare-se por que eles vem aí ....,['Dance'],https://www.facebook.com/events/735980600111965,,,,
1º Colônia de Férias do Motociclista - MotoCriOnçada,"Av. Sao Paulo, S/N Prolongamento, 85420 Corbélia",['2019-01-18 06:00:00'],Assoc Atletica Bco do Brasil Corbelia Pr,['Orquídea Negra Moto Grupo'],"ESTÁ AÍ UM MOTO ACAMPS, MAIS LOKO QUE VOCÊ JÁ VIU NA VIDA! SÓ PARA OS ESTRADEIROS<br>DE MOTOCICLISTA PARA MOTOCICLISTA - SIMPLES, BARATO E DIVERTIDO!<br>1º Colônia de Férias do Motociclista chamado de Moto CriOnçada <br>Corbélia-PR 18.19.20 Jan2019 - a 20min de Cascavel<br>Terá tudo que sempre tem em moto acamps, e além disso, muita diversão no sábado com atividades e premiações: <br>Corrida do saco Loko, <br>Bets de capacete (mesmo de cap´s não pode bater no amiguinho com o taco)<br>Futebol trajado de estradeiro, <br>Volei, <br>Cabo de guerra na poça de lama e etc<br>(Os Juízes das partidas, serão escolhidos durante o evento, serão os 05 mais bêbados)<br>Várias bandas de rock, área de camping coberta e tbm em local arborizado, muitas barracas de lanches, e expositores cerveja puro malte 3x10 - Entrada 10,00 direito a 2 cafés da manhã e 1 almoço de Costelão, seguranças particulares e muito mais.<br>Local: AABB e Centro de Convenções<br>Início sexta-feira 18.01 as 18hrs<br>Encerramento domingo 20.01 com café da manhã..<br>ESPERAMOS POR VCS PARA ESSE BAITA PEQUENO GRANDE EVENTO RSRSRS<br>LINK DE WHATSAPP PARA O GRUPO REFERENTE AO EVENTO EM CORBÉLIA - 1º Moto CriOnçada<br>Colaboração espontânea de 1kg de alimento não perecível que será entregue ao CRAS Corbélia. LEIAM OS DOIS FLYERS NAS DISCUSSÕES DO EVENTO",['Wellness'],https://www.facebook.com/events/371640533580407,,,,
Carna Barzin 2019 // QUI 28.02 // Barzin,"Avenida Getúlio Dorneles Vargas, 1395N, 89800-300 Chapecó",['2019-02-28 11:00:00'],Barzin Choperia,['Barzin Choperia'],Carna Barzin 2019 // QUI 28.02 // Barzin ,"['Party', 'Samba music', 'Electronica music']",https://www.facebook.com/events/626206357795937,,,,
"Espetáculo ""A Roupa Nova do Rei"" com Grupo Teatral Reminiscência",,['2019-01-20 06:00:00'],,['Sesc em Santa Catarina'],"Data: 20/01/2019  <br>Hora: 18h<br>Local: Ecoparque - R John Kennedy <br>Sinopse: A Roupa Nova do Rei narra a história de um rei tão apaixonado por suas roupas novas, que nelas gastava todo seu dinheiro, a população do reinado convivia com os mandos e desmandos do vaidoso rei. Certo dia chegaram à cidade hóspedes trapaceiros disfarçados de tecelões, que prometeram ao rei um tecido com os mais altos patrões de cores e fazendas que tinham a especialidade de parecer invisível às pessoas destituídas de inteligência, ou aquelas que não estavam aptas para os cargos que ocupavam. É nesse contexto de conflito entre a população e o rei, que temas como consumo, ética e política começaram a ser debatidos, provendo mudanças importantes no reinado. <br>+Inf.: <br> ",['Wellness'],https://www.facebook.com/events/514967735689052,,,,
Bazar das Manas - SUPER SALE!,,['2019-03-02 11:00:00'],,['Bazar das Manas'],"SUPER SALE - Bazar das Manas! ♥️♥️♥️ <br>Vamos fazer um liquida geral em todas as nossas peças (preço máximo será de R$70). <br>Esperamos vocês no sábado dia 22 de dezembro, das 11h às 17h!<br>LOCAL: Esquina rua Paissandú com a rua Capitão Araújo, ao lado do colégio EENAV.<br>-<br>Devido à intensa chuva que permanecerá amanhã, infelizmente estamos adiando o Super Sale. O evento ainda irá acontecer, mas ainda iremos definir a melhor data.<br>Quem está participando do sorteio, ainda estará valendo para a nova data, por esse motivo a publicação irá permanecer no nosso perfil e iremos sortear perto da nova data.<br>Pedimos desculpas pelo transtorno!","['Shopping', 'Kid Friendly']",https://www.facebook.com/events/311619099687280,,,,
Golden Night Parte 4 - O Melhor Do Flashback,,['2019-03-16 11:00:00'],,['Golden Night - A Festa - A Noite de Ouro do Flashback'],Golden Night Parte 4 - O Melhor Do Flashback,['Music'],https://www.facebook.com/events/282983439232652,,,,
Encontro Anual de Hayabusas,"Rua Fortunato Bebber, 987, Jd. Gramado, 85816-300 Cascavel, Parana, Brazil",['2019-04-11 12:00:00'],Centro de Convenções e Eventos de Cascavel,['Escuderia Hayabusa'],Nosso encontro anual de 2019 já tem local e dias confirmados.😃<br>Dessa vez a cidade de Cascavel no Paraná foi a escolhida para sediar nosso XI Encontro Nacional e VII internacional da Escuderia Hayabusa. <br>🗓 Anotem na agenda 😉<br>*De 11 a 14 de abril no Centro de eventos em Cascavel.*<br>Alinhamento de Hayabusas dia 13\04 😉<br>🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍<br>Contamos com a presença de todos escudeiros e proprietários dessa apaixonante máquina para fazermos um lindo alinhamento de Hayabusas. <br>Confirmem sua presença através do link ,,https://www.facebook.com/events/277214276303927,,,,
Motofest Ceu Azul Pr,"Rua Curitiba, 01 - Parque de Exposições, 85840-000 Céu Azul",['2019-11-09 10:00:00'],Motofest Céu Azul - PR,['Motofest Céu Azul - PR'],"Encontro de Motos em Céu Azul/PR, está entre os 10 mais tradicionais do PR, desde 2004 e o próximo se realizará no dia 09 de novembro/2019",['Causes'],https://www.facebook.com/events/143924936234986,turista,,,
9º Aniversário Dragoons Moto Clube,"Rua Jorge Lacerda, 1551, 85811350 Cascavel, Parana, Brazil",['2019-01-26 12:00:00'],Adega Nostra-Vamos Rock Bar,['Dragoons Moto Clube'],"Comemoração do 9º aniversário do Dragoons Moto Clube!<br>Espetinhos<br> R$3.00 ou 4 por R$10.00<br>Cerveja<br> 3 por R$10.00<br>Sorteios<br> Uma tattoo no valor de R$600.00 com Rodrigo Pessi.<br> 3 lavagens no Jack´s Wash Motorcycles<br> 1 barril de 20 Litros de chopp Eden<br>Shows com várias bandas!<br>Data: 26/01/2019<br>Local: Adega Nóstra Vamos<br>R. Jorge Lacerda, 1551 Cascavel-PR","['Party', 'Kid Friendly']",https://www.facebook.com/events/366461294127646,,,,
Oficina de musicalização para educadores,,"['2019-01-30 19:00:00', '2019-01-31 19:00:00', '2019-02-01 19:00:00']",,['Sesc em Santa Catarina'],"Data: 30/01 a 01/02/2019<br>Hora: 19h às 21h30<br>Local: Sesc - Rua Brasília, 475 D - Jardim Itália <br>Direcionado a educadores e interessados, a oficina oferece ferramentas para o ensino da música sem necessariamente fazer uso de instrumentos musicais. O curso apresenta alternativas de ensino musical para diferentes idades e contextos, seja na escola ou em outros projetos culturais e sociais, visando sempre o acesso democrático ao aprendizado musical. O objetivo da oficina é de apresentar, de forma prática, atividades musicais para o ensino de música, auxiliar os professores na criação de novos jogos musicais adequados à sua realidade de ensino e de estimular a utilização da corpo como objeto sonoro. <br>*Com certificação<br>Valores para Oficina de Musicalização para Professores<br>Comerciários/dependentes: R$ 60,00<br>Conveniados/Empresário: R$ 72,00<br>Público em Geral: R$ 80,00 ",['Wellness'],https://www.facebook.com/events/1223703604448976,,,,
XII Módulo de Hepatologia,"UPF, 99010-080 Passo Fundo","['2019-04-05 19:00:00', '2019-04-06 08:00:00']",Faculdade de Medicina - FM,['Liga Acadêmica de Hepatologia Dr. Paulo Reichert'],"É com imensa alegria que a Liga Acadêmica de Hepatologia Dr. Paulo Reichert o/a convida a participar do XII MÓDULO DE HEPATOLOGIA, que acontecerá nos dias 05 e 06 de abril de 2019, no Auditório Biomédico da Faculdade de Medicina da Universidade de Passo Fundo. <br>O Módulo de Hepatologia é um evento com mais de uma década de história, que em 2019 estará em sua 12ª edição. Seu objetivo principal é transmitir atualizações na área da hepatologia para médicos e estudantes de toda a região Norte do Rio Grande do Sul. O evento conta com palestrantes da região e também de outras regiões do estado e do país. <br>INSCRIÇÕES EM BREVE:<br>- Acadêmicos UPF: R$ 20,00<br>- Acadêmicos de outras instituições: R$ 30,00<br>- Residentes: R$ 40,00<br>- Médicos: R$ 50,00",['Health'],https://www.facebook.com/events/541326903010270,,,,
MDA Summer Class 2019,"Alameda Santos Dumont, 95330-000 Veranópolis, Rio Grande Do Sul, Brazil",['2019-02-14 07:00:00'],Pavilhão Femaçã,['Pavilhão Femaçã'],"MDA Summer Class - Festival Internacional de Danças Urbanas @mdasummerclass ....<br>PRIMEIRO FESTIVAL INTERNACIONAL 100% GRATUITO DO MUNDO, UM PRESENTE PARA VOCÊ.... <br> <br># 32 Aulas Gratuitas<br># 20Mil Reais Melhor Grupo da América <br># 1Mil Reais Batalha Break<br># 1Mil Reais Batalha Hip-Hop<br># 1Mil Reais Batalha Vogue<br># 1Mil Reais Melhor Coreógrafo da América<br># 500 Melhor Bailarino<br># 3 Festas<br># Mostras Competitivas e Não Competitivas<br># Palestras ",,https://www.facebook.com/events/331243314347475,,,,
31° Rodeio Crioulo Nacional de Veranópolis-RS,"Vl Sapopema, S/N, 95330-000 Veranópolis, Rio Grande Do Sul, Brazil",['2019-01-16 09:00:00'],CTG Rincao da Roça Reúna,['CTG Rincao da Roça Reúna'],"CTG Rincão da Roça Reúna te espera de 16 a 20/01/2019,para revivermos as tradições gaúchas,na maior festa campeira da Serra Gaúcha!<br>- Tiro de laço em todas as modalidades<br>- Gineteadas<br>- Apresentações artísticas<br>- Fandagos de porteira aberta<br>Quinta 17-Estirpe Campeira<br>Sexta 18-João Luiz Corrêa<br>Sábado 19-Zezinho & Grupo Floreio/Sistema Antigo<br>Apruma a bagualada e vem pra capital da longevidade tchê!",,https://www.facebook.com/events/341922643304420,,,,
Gagged - São Carlos/SP & Surface - Londrina/PR | Entrada Free!,"Rua Jorge Lacerda, 1551, 85811350 Cascavel, Parana, Brazil",['2019-01-12 11:00:00'],Adega Nostra-Vamos Rock Bar,"['Gagged', 'SURFACE']","Dia 12/01, passando por Cascavel, na sua Mini Tour Marcha Fausta, tem showzaço com as bandas <br> (Punk Rock/Hardcore) de São Carlos/SP & <br> (Punk Rock) de Londrina/PR. <br>ENTRADA FREE!",['Music'],https://www.facebook.com/events/134966094090362,,,,
"COTF V-Apokalyptic Raids,Comando Nuclear,Flying War(PY)","Rua Jorge Lacerda, 1551, 85811350 Cascavel, Parana, Brazil",['2019-02-09 08:00:00'],Adega Nostra-Vamos Rock Bar,['Circle of the Tyrants'],"Circle of the Tyrants e Adega Nostra Vamos Apresentam<br>Circle of The Tyrants Fest V<br>9 de fevereiro<br>**************<br>Pela primeira vez em Cascavel<br>-Apokalyptic Raids-Death/Black/Thrash Metal-Rio de Janeiro/RJ<br>-Comando Nuclear-Speed Metal-Sao Paulo/SP<br>-Flying War-Thrash Metal-Assunção/PY<br>Local:Adega Nostra Vamos<br>Ingressos:<br>25R$ antecipado(Limitados)<br>40R$ no Local<br>Pontos de venda:Adega Nostra Vamos,Polako tatto<br>Online:<br>Reserve seu ingresso no: contato.circleofthetyrants@gmail.com<br>Apoio:Screamer Amps Handmande,Brutal Wear,Flashbanger",['Music'],https://www.facebook.com/events/245551792811277,,,,
FISSURA BREAKING,"Av. Duque de Caxias,3756 Jardim dos Seixas, 15061001 São José do Rio Preto",['2019-01-20 02:00:00'],Clube do Lago,['Clube do Lago'],"Para os fissurados em dança breaking e cultura HIP-HOP, chegou ""FISSURA BREAKING""  a ordem é tirar uma onda, dançar, se divertir, batalhar e trocar conhecimento.<br>Serão dois dias de Cypher inesquecíveis, DJ""s furiosos e batalhas inovadoras, fora dos padrões,  (1 vs 1 e 3 vs 3) unindo o público b-boys e b-girls.<br>Uma produção conjunta @casadecriarltda e @beat_squad_brasil realizado com fomento do prêmio Nelson Seixas, São José Do Rio Preto-sp.<br> <br> <br> <br> <br> <br> <br> <br> <br> <br> <br> <br>@beat_squad_brasil @casadecriarltda<br>@desvuestudio<br>@nestpanos",,https://www.facebook.com/events/291652901492573,,,,
Old na Rua! #2,"R. Visconde de Guarapuava 1992, 85801-160 Cascavel, Parana, Brazil",['2019-01-13 03:00:00'],Old West Pub,['Old West Pub'],"O primeiro Old na Rua foi um sucesso tanto em diversão quanto em ração arrecadada para as ONGs de Cascavel. E é por isso que a gente já marcou o próximo: domingo, dia 13 de janeiro, você já tem rolê marcado das 15h às 22h!<br>A entrada é gratuita mas, como a ideia é ajudar os animais, pedimos que tragam pacotes de ração ou acessórios que possam ser utilizadas por eles. Também tá liberado trazer o seu pet pra fazer novos amigos!<br>Quem vai comandar essa edição são Hércules Trio e West Velmets. Além disso, vai rolar um PALCO QUASE ABERTO, onde sua banda pode se apresentar. Se liga:<br>Tem banda que toca músicas autorais? Nosso Palco Quase Aberto é pra você! Quer se apresentar no Old na Rua pra colaborar com esse evento beneficente que vem conquistando a galera? Para participar é necessário se inscrever enviando email com título ""INSCRIÇÃO OLD NA RUA"" para o email oldnarua@gmail.com. É necessário enviar um vídeo (pode ser de celular) com o nome da banda e material para que possamos selecionar de 3 a 4 artistas, que terão 20 minutos para se apresentar em nosso palco. As inscrições devem ser feitas até o dia 04/01, e o resultado sai até o dia 08/01.<br>Convida a galera! Bora ajudar esses animais incríveis que tanto precisam da gente e de quebra curtir muuuita música boa, comer aqueeeele burger e tomar um chopp bem gelado.",['Causes'],https://www.facebook.com/events/375148753058940,,,,
Show Grupo Rodeio // Mano Lima // Gaúcho da Fronteira,"Rua Ludovico Cavinato 1431, 95032-620 Caxias do Sul",['2019-03-03 06:00:00'],Festa Nacional da Uva,['Festa Nacional da Uva'],"Domingo é dia de celebrar a tradição gaúcha! Para fechar o segundo fim de semana de shows da Festa da Uva 2019, o Grupo Rodeio, Mano Lima e Gaúcho da Fronteira representam o melhor da música gaúcha. Uma noite de música boa e muita alegria!<br>INGRESSO PARA O PARQUE (OBRIGATÓRIO): <br>Este ingresso dá acesso à pista do show sem custo adicional (mediante disponibilidade – conforme PPCI).<br>INGRESSOS ESPECIAIS:<br>- Pista VIP<br>- Camarote Lateral (A/B)<br>- Camarote Frontal (A/B) <br>- On Stage (open bar e open food)<br>Consulte valores no site: <br>PONTOS DE VENDA:<br>⁕ Ingressos online: <br>⁕ Bulls<br>⁕ Posto Onzi | Perimetral<br>⁕ Postos Rodoil | Ana Rech e Farroupilha<br>⁕ Shopping Iguatemi<br>Para mais informações, ligue: (54) 9 9122.2622 ou (54) 9 9122.8381<br>⁕ Meia-entrada: não é necessário apresentar o documento no momento da compra. O documento será solicitado antes da entrada no parque. Têm direito à meia-entrada estudantes (Lei no 9.394); pessoas com 60 anos ou mais; pessoas com deficiência e acompanhante (um acompanhante por PCD); jovens de baixa renda; e doadores de sangue. Para garantir o benefício, é necessária a apresentação de documento que comprove a condição.<br>⁕ Gratuidade: para crianças com idade entre 0 até 11 anos e 11 meses.<br>⁕ Classificação indicativa: 14 anos.<br>De 22 de fevereiro a 10 de março, Caxias te espera para viver una bela giornada! Confira todas as atrações no site: ",['Music'],https://www.facebook.com/events/2271313183147318,,,,
Tributo a Tim Maia,"Rua Antonio Alves Massaneiro, 931, 85807-675 Cascavel, Parana, Brazil",['2019-01-19 10:00:00'],Jaydin Do Édenn,['Jaydin Do Édenn'],"Um super Show.<br>Tributo a um dos maiores mitos da nossa musica.<br>Tim Maia para sempre homenageado. <br>Desta vez no Jaydin do Édenn por Bel Irineu, cantor profissional que mora em Foz do Iguaçu e é a copia viva de Tim Maia tanto em aparência física quanto em voz.<br>Pessoal um show imperdível ...",['Party'],https://www.facebook.com/events/286404588686560,,,,
12.01 Festa na Praia!,"Rua Paraná, 4000, 85810010 Cascavel, Parana, Brazil",['2019-01-12 11:00:00'],HELL Sin Lounge,['HELL Sin Lounge'],"HOJE EU ACORDEI<br>QUERENDO VER O MAR 🎵<br>Já que CascaHell não tem mar e a vibe ainda é de férias, praia e curtição, nós decidimos que tá na hora de mais uma edição da FESTA NA PRAIA. <br>Então tire as roupas praianas do armário porque a entrada para os 100 primeiros que estiverem com traje de praia vai ser FREE. Vale chapéu de palha, camisa floral, biquíni, aquele protetor no rosto com óculos escuros... SOLTA A CRIATIVIDADE e vem! <br>∴ O QUE VAI ROLAR<br>Seja um dos 100 primeiros a vir com trajes praianos e tenha sua entrada free!<br>Distribuição de picolés durante a noite na pista<br>∴ LINE UP <br>Lounge:<br>DJ Veronese<br>DJ Kellow<br>Stage:<br>DJ Neon  Rainbow<br>DJ Mariah<br>DJ Madeusa<br>∴ PROMOBAR ATÉ 01H<br>Caipilé de limão 400ml R$15<br>Itaipava litrinho R$6<br>Drink Sex On The Beach R$13<br>∴ QUANTO$? <br>Com lista R$21 até 01h<br>Sem lista R$26<br>Atléticas R$35 (Consumação)<br>Consumação R$60<br>*Entrada sujeita a lotação da casa.<br>LISTA: <br>∴ ANIVERSARIANTE HELL <br>Aniversariante tem entrada liberada! Quer mais? Além de você ter sua entrada FREE, você ganha mais a entrada de um acompanhante e seus convidados pagam R$35 revertido em consumação, a cada 10 convidados presentes você ganha 1 Vodka para curtir com seus amigos (limite máximo de lista 30 pessoas). Seus convidados devem chegar até a 01:30 para contabilizar na premiação da vodka. <br>OBS.: após esse horário os convidados entram normalmente com a consumação sem contabilizar na contagem para a premiação da vodka.<br>*Você pode enviar sua lista para um dos promoters ou no email hell@hell.bar até às 17h do dia do evento informando a festa e o aniversariante.<br>∴ O Hell Sin Lounge é responsável pela fila de acesso a partir <br>das 22:30h, que é o horário onde iniciamos o nosso operacional. <br>Mesmo assim, para garantir mais agilidade na entrada distribuímos <br>Senhas a partir desse horário e a abertura da casa é sempre às 23h. As *Senhas serão distribuída em sequência, uma por uma, na fila e por ordem de chegada. A ordem de chegada será respeitada, sem exceções. No entanto, é vital que os frequentadores tenham bom senso e respeito na fila: <br>* não cortando o lugar de ninguém, não furando fila, não admitindo a entrada de colegas na frente etc. Não podemos resolver tudo sozinhos. *SENHAS, elas não tem ligação com a capacidade da casa e sim apenas para organização da fila.<br>⌇ Quando todos colaboram a fila funciona. ⌇<br>∴ PATROCINADORES<br>Itaipava | Energético TNT | Vodka Nordka | Dipelnet<br>∴ INFOS<br>Abertura 23h | Capacidade máxima Hell Lounge 300 pessoas, Hell Stage 500 pessoas | (45) 3223-1253 | Rua Paraná, 4000<br>É permitida somente a entrada de maiores de 18 anos, com documento original com foto. Programação sujeita a alterações sem prévio aviso",['Dance'],https://www.facebook.com/events/223854305163956,,,,
19.01 B-Day Hell 2 Anos @Show Edy Lemond,"Rua Paraná, 4000, 85810010 Cascavel, Parana, Brazil",['2019-01-19 11:00:00'],HELL Sin Lounge,['HELL Sin Lounge'],"🎂É pique, é pique, é pique, é pique, é hora, é hora, é<br>hora, hora, hora...🎂<br>Entre vitórias e derrotas, acertos e erros, drinks inesquecíveis e drinks derramados no chão, dias de luta e dias de glória, não poderíamos deixar de celebrar essa data fazendo o que a gente faz de melhor: party hard batendo muito a raba no chão.<br>O Hell tá fazendo 2 aninhos e você vai fazer parte dessa história mais uma vez! E pra essa noite ficar ainda melhor, temos um convidado especial: vai ter show do Edy Lemond sim!<br>Vem que a surra de pop e funk vai ser grande! <br>∴ O QUE VAI ROLAR<br>🎁 Vale Presentes espalhados pela casa pra dar o clima de festa!<br>🎉 Rodada de Coxinha pra matar a larica da noite!<br>🍀ROLETA B-DAY: O Hell faz aniver, mas quem ganha o presente é você! Chegue até 01h, gire nossa roleta e retire seu presente.<br>∴ LINE UP <br>Lounge:<br>DJ Veronese<br>DJ Luccas<br>Stage:<br>DJ Carlos<br>SHOW EDY LEMOND<br>DJ Marion<br>DJ Gobbi<br>∴ PROMOBAR ATÉ 01H<br>Aperol Spritz R$18<br>Shot My Little Pony R$6<br>Milk Shake Hell R$20<br>∴ QUANTO$? <br>Antecipado R$25 (Escritório Hell / Monkey Beer) <br>Online: <br> (R$25 + Taxas)<br>Com lista R$30 a noite toda<br>Consumação R$60<br>*Entrada sujeita a lotação da casa.<br>LISTA: <br>∴ ANIVERSARIANTE HELL <br>Aniversariante tem entrada liberada! Quer mais? Além de você ter sua entrada FREE, você ganha mais a entrada de um acompanhante e seus convidados pagam R$40 revertido em consumação, a cada 10 convidados presentes você ganha 1 Vodka para curtir com seus amigos (limite máximo de lista 30 pessoas). Seus convidados devem chegar até a 01:30 para contabilizar na premiação da vodka. <br>OBS.: após esse horário os convidados entram normalmente com a consumação sem contabilizar na contagem para a premiação da vodka.<br>*Você pode enviar sua lista para um dos promoters ou no email hell@hell.bar até às 17h do dia do evento informando a festa e o aniversariante.<br>∴ O Hell Sin Lounge é responsável pela fila de acesso a partir <br>das 22:30h, que é o horário onde iniciamos o nosso operacional. <br>Mesmo assim, para garantir mais agilidade na entrada distribuímos <br>Senhas a partir desse horário e a abertura da casa é sempre às 23h. As *Senhas serão distribuída em sequência, uma por uma, na fila e por ordem de chegada. A ordem de chegada será respeitada, sem exceções. No entanto, é vital que os frequentadores tenham bom senso e respeito na fila: <br>* não cortando o lugar de ninguém, não furando fila, não admitindo a entrada de colegas na frente etc. Não podemos resolver tudo sozinhos. *SENHAS, elas não tem ligação com a capacidade da casa e sim apenas para organização da fila.<br>⌇ Quando todos colaboram a fila funciona. ⌇<br>∴ PATROCINADORES<br>Itaipava | Energético TNT | Vodka Nordka | Dipelnet<br>∴ INFOS<br>Abertura 23h | Capacidade máxima Hell Lounge 300 pessoas, Hell Stage 500 pessoas | (45) 3223-1253 | Rua Paraná, 4000<br>É permitida somente a entrada de maiores de 18 anos, com documento original com foto. Programação sujeita a alterações sem prévio aviso",['Dance'],https://www.facebook.com/events/2028073360595105,,,,
Linkin Park cover + Tributo ao Foo Fighters,"Rua Paraná, 4024, 85810-010 Cascavel, Parana, Brazil",['2019-01-19 11:00:00'],Hooligans Pub Cascavel,"['Drive True', 'Linkin Park Cover Londrina']","* PROMOS DE SÁBADO * <br>- Drink Gin Tônica por R$ 9,00 até a 00h.<br>- Universitário free até 00h. <br>* VENDA DE INGRESSOS - PONTOS FÍSICOS * <br>- Hooligans Pub (9h - 18h), dinheiro e cartão;<br>- Dr. Hoo - Shopping JL (10h - 22h), dinheiro e cartão; <br>- Posto Pegoraro: Av. Brasil - Praça da Bíblia (8h - 22h), somente dinheiro.<br>* INGRESSOS ONLINE * (taxa de 15%): <br>* PREÇOS * <br>- Meia-entrada: R$ 20,00;<br>- Promocional: R$ 25,00.<br>Ingressos sujeitos a alteração conforme mudança de lote. Valores somente para ingressos antecipados. Ingressos online com 15% de taxa de conveniência<br>Camarotes: R$ 150,00.<br>Reservas de mesa alta sem custo - (válido até 00h30min).<br>* HORÁRIOS * <br>- Abertura do Pub: 22h.<br>- Primeira banda: 00h.<br>- Segunda banda: 01h45min.<br>Censura: 18 anos, menores somente acompanhado do pais.<br>Maiores informações pelo telefone: (45) 3039-0472; pelo Whatsapp (45) 99149-0072 - Somente horário comercial.<br>E-mail: hooligans@hooligans.com.br<br>Mais infos? Dá um grau em nossas mídias:<br>- Curta a gente lá no Insta: /hooligansrock<br>- Retuíta o Hoo lá no Twitter: @HooligansPub<br>- Beras artesanais e chopp? @Dr.hooBeer",['Music'],https://www.facebook.com/events/263928770952899,,,,
Cine Champion 2019,"Avenida Frei Ambrózio Oliveira Luz, 09972-061 Diadema, Sao Paulo",['2019-01-26 12:00:00'],Cine Eldorado,['Step Hard Crew'],Evento de Breaking / Hip Hop ( Diadema - São Paulo )<br>Varias Modalidades / Informações: Step Hard Crew,,https://www.facebook.com/events/370215320394647,,,,
II Evento da Visibilidade Trans,"Rua Duque de Caxias,  379, Centro, 85.801-100 Cascavel, Parana, Brazil",['2019-01-25 07:00:00'],Centro Cultural Gilberto Mayer,['ONG Acolher'],"Em alusão ao dia Nacional da Visibilidade Trans, que é comemorado no dia 29 de Janeiro, a ONG Acolher promove o II Evento de Visibilidade Trans. O evento vai ser babadeiro, com muitas apresentações culturais, falas e militância. Então convida as manas para colar nesse rolê maravilhoso ♥ <br>Logo mais postaremos a programação completa do evento.<br>Entrada doação de materiais como: Papel Sulfite, Papel Higiênico, Café, Açúcar, Escovas de Dentes, Creme Dental e Sabonetes","['Causes', 'Kid Friendly']",https://www.facebook.com/events/221192632093995,,,,
